textual_description,label,package_name,package_version,file_names
"start entry colorsapi-6.6.7/setup.py, import operating system module, import network module, use operating system module call, use operating system module call, import network module, read sensitive information, use URL, use network module call, read sensitive information, evaluate code at run-time, read sensitive information, use network module call, use URL, read sensitive information, read sensitive information, evaluate code at run-time, use URL, end of entry",1,colorsapi,6.6.7,setup.py
"start entry quick_telegram_sender-0.7/setup.py, use long string, use base64 string, use base64 string, use long string, end of entry",1,quick_telegram_sender,0.7,setup.py
"start entry xolowgdmsxvuwm-0.0.0/xolowgdmsxvuwm/__init__.py, use base64 string, end of entry",1,xolowgdmsxvuwm,0.0.0,__init__.py
"start entry selfpostmcintel-10.27/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfpostmcintel,10.27,setup.py
"start entry tpcvultrainfo-1.50/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpcvultrainfo,1.50,setup.py
"start entry tpvmcraftmine-6.68/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpvmcraftmine,6.68,setup.py
"start entry tpguigrandreplace-5.95/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpguigrandreplace,5.95,setup.py
"start entry citscapesscripts-11.0.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use network module call, use URL, end of entry",1,citscapesscripts,11.0.0,setup.py
"start entry esqosinthackedstudy-4.60/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqosinthackedstudy,4.60,setup.py
"start entry tpguiintelcv-1.72/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpguiintelcv,1.72,setup.py
"start entry libcvproofstr-2.8/setup.py, import process module, import operating system module, use process module call, end of entry",1,libcvproofstr,2.8,setup.py
"start entry esqccstudyhacked-2.4/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqccstudyhacked,2.4,setup.py
"start entry detection_telegram-5.6/setup.py, use base64 string, use long string, use long string, use base64 string, end of entry",1,detection_telegram,5.6,setup.py
"start entry cryptobalance-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,cryptobalance,4.5.2,setup.py
"start entry bettercolor-3/setup.py, use URL, end of entry",1,bettercolor,3,setup.py
"start entry pythonkafka-1.3.5/setup.py, import operating system module, import network module, use URL, evaluate code at run-time, use URL, end of entry",1,pythonkafka,1.3.5,setup.py
"start entry robloxmod-0.0.1/setup.py, import operating system module, import operating system module, import network module, use URL, use network module call, use operating system module call, use URL, end of entry",1,robloxmod,0.0.1,setup.py
"start entry pynalc-0.1/setup.py, use URL, end of entry",1,pynalc,0.1,setup.py
"start entry selfvisapostosint-1.16/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfvisapostosint,1.16,setup.py
"start entry py-pushpullsuper-6.33/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-pushpullsuper,6.33,setup.py
"start entry sys-scikit-learn-17.8.18/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry sys-scikit-learn-17.8.18/reqinstaller/__init__.py, use base64 string, end of entry",1,sys-scikit-learn,17.8.18,"setup.py,__init__.py"
"start entry tprandompullpull-8.26/setup.py, import process module, import operating system module, use process module call, end of entry",1,tprandompullpull,8.26,setup.py
"start entry xolosbmgfnvgzi-0.0.0/xolosbmgfnvgzi/__init__.py, use base64 string, use long string, end of entry",1,xolosbmgfnvgzi,0.0.0,__init__.py
"start entry py-edpushinfo-2.82/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-edpushinfo,2.82,setup.py
